FCLTY_NM,MRHST_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,BLOG_URL,FACEBOOK_URL,INSTGRM_URL,RSTDE_GUID_CN,OPER_TIME,FRE_PARKNG_AT,CHGD_PARKNG_AT,ENTRN_PRICE_AT,ENTRN_POSBL_BN_VALUE,DSPSN_TOILET_AT,NRSGRM_AT,STROLLER_LEND_AT,KIDS_ZONE_AT
오설록티뮤지엄,,전시/공연,전시/기념관,기타전시/박물관,제주특별자치도,서귀포시,안덕면,서광리,1235-1,신화역사로,15,33.30592403,126.2894922,63521,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주특별자치도 서귀포시 안덕면 서광리 1235-1,647945312,https://www.osulloc.com/kr/ko/museum,,,,연중무휴,09:00~19:00,Y,N,Y,연령제한없음,N,N,N,Y
오션블루 거제휴게소,,문화관광/명소,관광지,유명관광지,경상남도,거제시,장목면,율천리,산41-5,거가대로,1068,34.97333703,128.6928681,53202,경상남도 거제시 장목면 거가대로 1068,경상남도 거제시 장목면 율천리 산 41-5,557362200,,,,https://www.instagram.com/oceanblue_rest/,연중무휴,06:00~22:00 (점포마다 다름),Y,N,N,연령제한없음,N,Y,Y,Y
오션아레나,,전시/공연,영화/연극/공연,N,제주특별자치도,서귀포시,성산읍,고성리,127-3,섭지코지로,95,33.43297686,126.9277955,63642,제주특별자치도 서귀포시 성산읍 섭지코지로 95,제주특별자치도 서귀포시 성산읍 고성리 127-3,18337001,https://m.aquaplanet.co.kr/jeju/index.do,,,,연중무휴,09:30~19:00,Y,Y,Y,연령제한없음,N,Y,Y,Y
오스갤러리,,전시/공연,전시/기념관,미술관,전라북도,완주군,소양면,대흥리,409,오도길,24,35.90478157,127.2397121,55348,전라북도 완주군 소양면 오도길 24,전라북도 완주군 소양면 대흥리 409,632418195,http://www.awon.kr/,https://blog.naver.com/osart,,http://www.instagram.com/awon_hanok,연중무휴,12:00~16:00,Y,Y,N,연령제한없음,N,N,N,Y
오시아노해수욕장,,문화관광/명소,관광지,해수욕장,전라남도,해남군,화원면,화봉리,산16-3,,,34.67273831,126.2605323,,,전라남도 해남군 화원면 화봉리 산 16-3,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
오아시스,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,시흥시,정왕동,,2064,오이도로,240,37.34053074,126.6880394,15015,경기도 시흥시 오이도로 240,경기도 시흥시 정왕동 2064,,,,,,,,N,Y,N,연령제한없음,N,N,N,Y
오아시스아트홀,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,강서구,염창동,,293,양천로73길,80,37.55415856,126.8743473,7537,서울특별시 강서구 양천로73길 80,서울특별시 강서구 염창동 293,236634833,,https://blog.naver.com/PostView.nhn?blogId=oasisarthall&logNo=222239675502&parentCategoryNo=&categoryNo=9&viewDate=&isShowPopularPosts=true&from=search,,https://www.instagram.com/oasis_art_hall/,,,N,N,N,연령제한없음,N,N,N,Y
오어사유물전시관,,전시/공연,전시/기념관,기타전시/박물관,경상북도,포항시 남구,오천읍,항사리,34,오어로,1,35.92663856,129.3688423,37895,경상북도 포항시 남구 오천읍 오어로 1,경상북도 포항시 남구 오천읍 항사리 34,542922083,http://museum.buddhism.or.kr/?c=5/23&uid=527,,,,연중무휴,09:00~17:00,Y,N,N,연령제한없음,N,N,N,Y
오엠예술기획,,전시/공연,영화/연극/공연,N,전라북도,군산시,월명동,,04월 21일,월명안길,1,35.98373723,126.7080734,54023,전라북도 군산시 월명안길 1,전라북도 군산시 월명동 21-4,50713186851,https://omkoit.modoo.at/,,,,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y
오연문화예술원,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,성남시 분당구,야탑동,,486,탄천로,215,37.41179093,127.120513,13495,경기도 성남시 분당구 탄천로 215,경기도 성남시 분당구 야탑동 486,7088853357,http://www.oyunart.kr/,,,,,,Y,Y,N,연령제한없음,N,N,N,Y
오월드,,문화관광/명소,관광지,동물원,대전광역시,중구,사정동,,142,사정공원로,70,36.28749924,127.3985039,35073,대전광역시 중구 사정공원로 70,대전광역시 중구 사정동 142,425804820,www.oworld.kr,https://blog.naver.com/with_oworld,https://www.facebook.com/AmazingOworld,,연중무휴,09:30~18:00 (사파리 09:45~17:30),Y,N,Y,연령제한없음,Y,Y,Y,Y
오유아트홀,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,강남구,도곡동,,459,남부순환로378길,Sep-34,37.48372308,127.046407,6300,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459,221760743,www.gfac.kr,,,https://www.instagram.com/gfac_official/,,,Y,N,Y,연령제한없음,N,N,N,Y
오이도기념공원전망대,,문화관광/명소,관광지,유명관광지,경기도,시흥시,정왕동,,Jun-02,오이도로,332,37.33518527,126.6912532,15016,경기도 시흥시 오이도로 332,경기도 시흥시 정왕동 2202-6,313103962,,,,,,,N,N,N,연령제한없음,N,N,N,Y
오이도박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,시흥시,정왕동,,Jun-02,오이도로,332,37.33518527,126.6912532,15016,경기도 시흥시 오이도로 332,경기도 시흥시 정왕동 2202-6,313103052,http://oidomuseum.siheung.go.kr/,,,http://www.instagram.com/oidomuseum/,"1월 1일, 명절, 월요일",10:00~18:00,Y,Y,Y,연령제한없음,N,Y,Y,Y
오이도포구해양관광단지,,문화관광/명소,관광지,유명관광지,경기도,시흥시,정왕동,,1973-20,오이도로,145-1,37.34778853,126.6888321,15015,경기도 시흥시 오이도로 145-1,경기도 시흥시 정왕동 1973-20,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
오이도해양단지,,문화관광/명소,관광지,유명관광지,경기도,시흥시,정왕동,,2049,,,37.34597876,126.6901493,15015,,경기도 시흥시 정왕동 2049,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
오일도문학기행,,문화관광/명소,관광지,N,경상북도,영양군,영양읍,감천리,781-2,감천1길,36,36.63247205,129.0884197,36533,경상북도 영양군 영양읍 감천1길 36,경상북도 영양군 영양읍 감천리 781-2,,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
오장환문학관,,전시/공연,전시/기념관,기타전시/박물관,충청북도,보은군,회인면,중앙리,140,회인로5길,12,36.49335597,127.5964464,28929,충청북도 보은군 회인면 회인로5길 12,충청북도 보은군 회인면 중앙리 140,435403776,https://www.tourboeun.go.kr/tour/sub01_07_01_01.do,,,,"월요일, 1월 1일, 명절",09:00~17:00,Y,N,N,연령제한없음,N,N,N,Y
오재미동,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,중구,명동,,Mar-51,수표로,7,37.56186025,126.9902629,4553,서울특별시 중구 수표로 7,서울특별시 중구 충무로2가 51-3,27770421,https://www.ohzemidong.co.kr/main.php,,,,일요일,11:00~20:00,N,N,N,공연별 상이,N,N,N,Y
오전약수관광지,,문화관광/명소,관광지,유명관광지,경상북도,봉화군,물야면,오전리,95-31,문수로,1541,37.01209502,128.7457226,36200,경상북도 봉화군 물야면 문수로 1541,경상북도 봉화군 물야면 오전리 95-31,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
오정구청오정아트홀,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,부천시,오정동,,129,성오로,172,37.52834862,126.7960259,14434,경기도 부천시 성오로 172,경기도 부천시 오정동 129,326771844,https://www.bcf.or.kr/cust/cont/contactUsList03.act,,,,,,Y,Y,N,연령제한없음,N,N,N,Y
오죽헌시립박물관,,전시/공연,전시/기념관,대형전시/박물관,강원도,강릉시,죽헌동,,177-4,율곡로3139번길,24,37.77830804,128.8767146,25465,강원도 강릉시 율곡로3139번길 24,강원도 강릉시 죽헌동 177-4,336603301,https://www.gn.go.kr/museum/index.do,,,,연중무휴,09:00~18:00,Y,N,Y,연령제한없음,N,N,N,Y
오지호기념관,,전시/공연,전시/기념관,기타전시/박물관,전라남도,화순군,동복면,독상리,432,독상1길,10,35.06802572,127.1309502,58102,전라남도 화순군 동복면 독상1길 10,전라남도 화순군 동복면 독상리 432,613793917,http://www.hwasun.go.kr/gallery.do?S=S09&M=020400000000&b_code=0000000047&v_type=SK3&b_list=10&act=view&list_no=43&nPage=1&vlist_no_npage=1&keyField=&keyWord=&orderby=REG_DATE,,,,월요일,"동절기 09:00~17:00, 하절기 09:00~18:00",Y,N,N,연령제한없음,N,N,N,Y
오천몽돌해변,,문화관광/명소,관광지,해수욕장,전라남도,고흥군,금산면,오천리,,,,34.44007023,127.2013237,,,전라남도 고흥군 금산면 오천리,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
오케이시스템,,전시/공연,전시/기념관,기타전시/박물관,대전광역시,동구,대동,,148-65,동대전로,Jan-74,36.32917844,127.4427912,34640,대전광역시 동구 동대전광역시로 74-1,대전광역시 동구 대동 148-65,422853370,http://ok-sys.net/,,,,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y
오키드클럽,,문화관광/명소,관광지,식물원,경기도,시흥시,거모동,,834-1,군자로,377,37.35400819,126.7763521,15067,경기도 시흥시 군자로 377,경기도 시흥시 거모동 834-1,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
오태문화센터,,전시/공연,영화/연극/공연,공연/연극/문화센터,경상북도,구미시,오태동,,744-2,금오대로14길,8,36.07116975,128.349994,39362,경상북도 구미시 금오대로14길 8,경상북도 구미시 오태동 744-2,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
오토시티한국교통안전교육센터,,문화관광/명소,관광지,테마공원/대형놀이공원,경기도,화성시,송산면,마산리,416-16,구레골길,100-31,37.2280956,126.6768277,18545,경기도 화성시 송산면 구레골길 100-31,경기도 화성시 송산면 마산리 416-16,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
오페라바움,,전시/공연,전시/기념관,N,부산광역시,기장군,기장읍,시랑리,721-1,동부산관광7로,31,35.1886431,129.2158127,46084,부산광역시 기장군 기장읍 동부산광역시관광7로 31,부산광역시 기장군 기장읍 시랑리 721-1,517229597,https://band.us/band/78739800/post/259,https://m.blog.naver.com/shimss60,,,,,N,N,Y,연령제한없음,N,N,N,Y
오포리해변,,문화관광/명소,관광지,해수욕장,경상북도,영덕군,강구면,오포리,,,,36.36105868,129.3778529,,,경상북도 영덕군 강구면 오포리,547307223,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,Y,N,N,Y
오프닝아트센터,,전시/공연,영화/연극/공연,공연/연극/문화센터,경상남도,진주시,칠암동,,May-44,동진로49번길,7,35.17968175,128.0962594,52725,경상남도 진주시 동진로49번길 7,경상남도 진주시 칠암동 44-5,,https://openining.modoo.at/,https://blog.naver.com/openining,,,,,N,N,N,연령제한없음,N,N,N,N
오픈런씨어터,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,부천시,심곡동,,165-24,부천로36번길,6,37.48718355,126.7844405,14640,경기도 부천시 부천로36번길 6,경기도 부천시 심곡동 165-24,,,https://blog.naver.com/starchaeplin,,,,,N,Y,N,연령제한없음,N,N,N,Y
오픈스페이스배,,전시/공연,영화/연극/공연,N,부산광역시,해운대구,중동,,1502-13,달맞이길65번길,158,35.15658257,129.1786464,48117,부산광역시 해운대구 달맞이길65번길 158,부산광역시 해운대구 중동 1502-13,517245201,,,,,일요일,11:00~18:00,N,N,N,연령제한없음,N,N,N,Y
오하나예술공간,,전시/공연,영화/연극/공연,공연/연극/문화센터,전라북도,군산시,문화동,,782-1,석치1길,18,35.97503717,126.7000683,54112,전라북도 군산시 석치1길 18,전라북도 군산시 문화동 782-1,50713213184,,,https://www.facebook.com/profile.php?id=100063747241180&_rdr,https://www.instagram.com/ohana.art.space/,,,N,N,N,연령제한없음,N,N,N,Y
오현광물박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,파주시,탄현면,법흥리,1652-20,헤이리마을길,59-93,37.7913055,126.6954671,10859,경기도 파주시 탄현면 헤이리마을길 59-93,경기도 파주시 탄현면 법흥리 1652-20,319467081,https://worldmineral.modoo.at/,,,,월요일,10:00~18:00,Y,N,Y,연령제한없음,N,N,N,Y
옥계면문화회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,강원도,강릉시,옥계면,천남리,163,옥계로,923,37.59888253,129.030228,25634,강원도 강릉시 옥계면 옥계로 923,강원도 강릉시 옥계면 천남리 163,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
옥계유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,경상북도,영덕군,달산면,옥계리,56,팔각산로,740-18,36.33146379,129.2642846,36449,경상북도 영덕군 달산면 팔각산로 740-18,경상북도 영덕군 달산면 옥계리 56,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
옥계해변,,문화관광/명소,관광지,해수욕장,강원도,강릉시,옥계면,금진리,799-16,금진솔밭길,104-50,37.62763689,129.0473998,25633,강원도 강릉시 옥계면 금진솔밭길 104-50,강원도 강릉시 옥계면 금진리 799-16,336405420,https://www.gn.go.kr/tour/sub03_02_18.do,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
옥계해수욕장,,문화관광/명소,관광지,해수욕장,경상남도,거제시,하청면,연구리,산84-8,,,34.977931,128.6308225,53203,,경상남도 거제시 하청면 연구리 산 84-8,556396008,,,,,연중무휴,00:00~24:00,N,Y,N,연령제한없음,N,N,N,Y
옥공예전시관,,전시/공연,전시/기념관,기타전시/박물관,전라남도,목포시,용해동,,12월 04일,남농로,83,34.79274689,126.4159327,58699,전라남도 목포시 남농로 83,전라남도 목포시 용해동 12-4,612774255,,,,,월요일,09:00~18:00,Y,N,N,연령제한없음,N,N,N,N
옥과미술관,,전시/공연,전시/기념관,미술관,전라남도,곡성군,옥과면,옥과리,650-14,미술관로,288,35.2970815,127.1226241,57501,전라남도 곡성군 옥과면 미술관로 288,전라남도 곡성군 옥과면 옥과리 650-14,613637278,https://www.gokseong.go.kr/tour/tourist/tourall?mode=view&idx=61,https://blog.naver.com/ajbwam,,,월요일,10:00~18:00,N,N,N,연령제한없음,N,N,N,Y
옥구공원조가비무대,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,시흥시,정왕동,,2138,서해안로,277,37.35451663,126.7099155,15013,경기도 시흥시 서해안로 277,경기도 시흥시 정왕동 2138,313102412,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,Y,Y,Y
옥기산성,,문화관광/명소,명승지,성/성터,경상남도,남해군,서면,서상리,산180,,,34.80550756,127.8517256,52410,,경상남도 남해군 서면 서상리 산 180,558608633,,,,,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y
옥녀봉성,,문화관광/명소,명승지,성/성터,충청남도,공주시,옥룡동,,산1-1,은개길,05월 16일,36.45831244,127.133123,32556,충청남도 공주시 은개길 16-5,충청남도 공주시 옥룡동 산 1-1,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
옥녀탕유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,강원도,화천군,사내면,광덕리,1157,포화로,121,38.09480473,127.4482206,24150,강원도 화천군 사내면 포화로 121,강원도 화천군 사내면 광덕리 1157,334421211,,,,,,,N,Y,N,연령제한없음,N,N,N,Y
옥돌해수욕장,,문화관광/명소,관광지,해수욕장,전라북도,군산시,옥도면,선유도리,,,,35.82744151,126.4105237,,,전라북도 군산시 옥도면 선유도리,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
옥산금산성,,문화관광/명소,명승지,성/성터,경상남도,거제시,거제면,동상리,335,,,34.85401051,128.5968884,53286,,경상남도 거제시 거제면 동상리 335,556393000,http://encykorea.aks.ac.kr/Contents/Item/E0038728,,,,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y
옥선대,,문화관광/명소,관광지,N,경상북도,영양군,영양읍,하원리,Jun-37,,,36.66122797,129.1431611,36531,,경상북도 영양군 영양읍 하원리 37-6,,http://chilgok.grandculture.net/chilgok/multimedia/GC023M0098,,,,,,N,N,N,연령제한없음,N,N,N,Y
옥성문화센터,,전시/공연,영화/연극/공연,공연/연극/문화센터,전라북도,전주시 완산구,풍남동,,01월 31일,현무1길,05월 31일,35.82131685,127.1472498,55000,전라북도 전주시 완산구 현무1길 31-5,전라북도 전주시 완산구 경원동3가 31-1,632326786,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
옥성자연휴양림,,문화관광/명소,관광지,휴양림/수목원,경상북도,구미시,옥성면,주아리,산144-1,휴양림길,150,36.27907232,128.2844273,39102,경상북도 구미시 옥성면 휴양림길 150,경상북도 구미시 옥성면 주아리 산 144-1,544802080,https://gumiokseong.foresttrip.go.kr/,,,,공지사항 참고,"[11~2월] 09:00~18:00, [3~10월] 09:00~19:00, [물놀이장 7월말~8월말] 10:00~17:00, [숲속의 집/산림문화휴양관] 입실 15:00, 퇴실 12:00",Y,N,Y,연령제한없음,N,N,N,Y
옥전자연휴양림,,문화관광/명소,관광지,휴양림/수목원,충청북도,제천시,봉양읍,옥전리,산87,옥전길,195,37.17557461,128.0889958,27106,충청북도 제천시 봉양읍 옥전길 195,충청북도 제천시 봉양읍 옥전리 산 87,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
옥정숲산림욕장,,문화관광/명소,관광지,휴양림/수목원,경기도,양주시,옥정동,,883,새터로,92,37.82698309,127.0836194,11469,경기도 양주시 새터로 92,경기도 양주시 옥정동 883,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
옥정중앙공원,,문화관광/명소,관광지,동물원,경기도,양주시,옥정동,,1035-1,옥정동로7길,110,37.8223317,127.096766,11473,경기도 양주시 옥정동로7길 110,경기도 양주시 옥정동 1035-1,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
옥정호구절초테마공원다목적광장,,전시/공연,영화/연극/공연,공연/연극/문화센터,전라북도,정읍시,산내면,매죽리,573,,,35.55174961,127.0177447,56127,,전라북도 정읍시 산내면 매죽리 573,635396171,http://www.jeongeup.go.kr/culture/index.jeongeup,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
옥제품판매전시장,,전시/공연,전시/기념관,기타전시/박물관,강원도,춘천시,동면,월곡리,246,금옥길,228,37.92005546,127.8052555,24211,강원도 춘천시 동면 금옥길 228,강원도 춘천시 동면 월곡리 246,15440741,https://smartstore.naver.com/jade_haritage,,,,연중무휴,10:00~19:00,N,N,N,연령제한없음,N,N,N,Y
옥죽포모래사막,,문화관광/명소,관광지,N,인천광역시,옹진군,대청면,대청리,산16-49,,,37.84201473,124.709664,23105,,인천광역시 옹진군 대청면 대청리 산 16-49,,https://www.ongjin.go.kr/open_content/tour/thema/nature_desert.jsp,,,,일출~일몰 해안 출입 금지,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y
옥죽포해수욕장,,문화관광/명소,관광지,해수욕장,인천광역시,옹진군,대청면,대청리,,,,37.82489658,124.6982474,,,인천광역시 옹진군 대청면 대청리,,https://www.ongjin.go.kr/open_content/tour/thema/nature_desert.jsp,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
옥천골미술관,,전시/공연,전시/기념관,미술관,전라북도,순창군,순창읍,남계리,471,남계로,81,35.37408281,127.1443989,56041,전라북도 순창군 순창읍 남계로 81,전라북도 순창군 순창읍 남계리 471,636501638,http://artsunchang.com/,,,,월요일,10:00~18:00,N,N,N,연령제한없음,N,N,N,Y
옥천묘목공원,,문화관광/명소,관광지,테마공원/대형놀이공원,충청북도,옥천군,이원면,이원리,564-1,,,36.2470306,127.6310053,29061,,충청북도 옥천군 이원면 이원리 564-1,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
옥천박물관(2026년예정),,전시/공연,전시/기념관,기타전시/박물관,충청북도,옥천군,옥천읍,교동리,311-3,,,36.31672206,127.5862792,29027,,충청북도 옥천군 옥천읍 교동리 311-3,,,,,,,,N,N,N,문의,N,N,N,N
옥천재,,문화관광/명소,관광지,N,경상북도,청도군,운문면,지촌리,1042,운북로,91-14,35.77563517,128.9605972,38366,경상북도 청도군 운문면 운북로 91-14,경상북도 청도군 운문면 지촌리 1042,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
옥천전통문화체험관,,문화관광/명소,관광지,N,충청북도,옥천군,옥천읍,하계리,01월 01일,향수길,100,36.31631993,127.5851439,29027,충청북도 옥천군 옥천읍 향수길 100,충청북도 옥천군 옥천읍 하계리 1-1,,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
옥천종합운동장옥천문화예술회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,충청북도,옥천군,옥천읍,문정리,457,문정1길,32,36.30376019,127.5741229,29039,충청북도 옥천군 옥천읍 문정1길 32,충청북도 옥천군 옥천읍 문정리 457,437304891,https://www.ocac.go.kr/,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
옥천종합운동장옥천문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,충청북도,옥천군,옥천읍,문정리,476,관성로,35,36.30209032,127.5731251,29039,충청북도 옥천군 옥천읍 관성로 35,충청북도 옥천군 옥천읍 문정리 476,437335588,http://www.okcc.or.kr/html/kr/index.html,,,,"주말, 공휴일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
옥천향수딸기체험학습장,,문화관광/명소,관광지,N,충청북도,옥천군,군서면,사정리,365,,,36.26623343,127.5240736,29060,,충청북도 옥천군 군서면 사정리 365,,,,,,,,N,N,N,연령제한없음,N,N,N,N
옥천향토전시장,,전시/공연,전시/기념관,기타전시/박물관,충청북도,옥천군,안내면,장계리,산7-1,장계1길,Jan-57,36.37728885,127.6356221,29005,충청북도 옥천군 안내면 장계1길 57-1,충청북도 옥천군 안내면 장계리 산 7-1,437303418,https://www.oc.go.kr/www/contents.do?key=326,,,,월요일,"[3~10월] 09:30~17:30, [11~2월] 09:30~16:30",Y,N,N,연령제한없음,N,N,N,Y
옥출광산해변,,문화관광/명소,관광지,해수욕장,전라남도,진도군,조도면,가사도리,,,,34.4792882,126.0473331,,,전라남도 진도군 조도면 가사도리,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
옥토끼이미징,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,영등포구,당산2동,,342,선유로52길,11,37.53590193,126.8996131,7222,서울특별시 영등포구 선유로52길 11,서울특별시 영등포구 당산동6가 342,226750792,,,,,,,N,N,N,연령제한없음,N,N,N,Y
옥포공원,,문화관광/명소,관광지,일반유원지/일반놀이공원,경상남도,거제시,옥포동,,산71-21,,,34.89430589,128.7020058,,,경상남도 거제시 옥포동 산 71-21,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
옥포대첩기념공원옥포대첩기념관,,전시/공연,전시/기념관,기타전시/박물관,경상남도,거제시,옥포동,,산1-1,팔랑포2길,87,34.90219572,128.7140589,53214,경상남도 거제시 팔랑포2길 87,경상남도 거제시 옥포동 산 1-1,,https://www.gmdc.co.kr/_okpo/,,,,"명절 당일, 1월 1일, 월요일(공휴일 또는 연휴일인 경우에는 그 다음 날)",10:00~17:30,N,N,N,연령제한없음,N,N,N,Y
옥포항해안둘레길,,문화관광/명소,관광지,N,경상남도,거제시,옥포동,,Jan-23,옥포로2길,55,34.89053682,128.699378,53230,경상남도 거제시 옥포로2길 55,경상남도 거제시 옥포동 1923-1,556394178,,,,,,,N,N,N,연령제한없음,N,N,N,Y
옥화자연휴양림,,문화관광/명소,관광지,휴양림/수목원,충청북도,청주시 상당구,미원면,운암리,산61-2,운암옥화길,140,36.59895012,127.6943716,28200,충청북도 청주시 상당구 미원면 운암옥화길 140,충청북도 청주시 상당구 미원면 운암리 산 61-2,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
옥화자연휴양림유아숲체험원,,문화관광/명소,관광지,테마공원/대형놀이공원,충청북도,청주시 상당구,미원면,운암리,산61-2,운암옥화길,140,36.59895012,127.6943716,28200,충청북도 청주시 상당구 미원면 운암옥화길 140,충청북도 청주시 상당구 미원면 운암리 산 61-2,,,,,,,,Y,N,Y,연령제한없음,N,N,N,Y
온금포해수욕장,,문화관광/명소,관광지,해수욕장,전라남도,완도군,금당면,육산리,,,,34.43896128,127.0555737,,,전라남도 완도군 금당면 육산리,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
온누리국악예술단,,전시/공연,영화/연극/공연,공연/연극/문화센터,경상북도,청도군,화양읍,유등리,1876,연지로,152,35.67000873,128.6973395,38326,경상북도 청도군 화양읍 연지로 152,경상북도 청도군 화양읍 유등리 1876,543711513,http://withzoom.com/xe/onnuri_main,https://blog.naver.com/onnuri1533,https://www.facebook.com/onnuri1533/,https://www.instagram.com/onnuri1533/,"일요일, 월요일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
온달전시관,,전시/공연,전시/기념관,기타전시/박물관,충청북도,단양군,영춘면,하리,147-5,온달로,23-13,37.06192035,128.4927043,27020,충청북도 단양군 영춘면 온달로 23-13,충청북도 단양군 영춘면 하리 147-5,434238820,https://www.dytc.or.kr/main/34,,,,연중무휴,"[3~10월] 09:00~18:00, [11~2월] 09:30~17:00",Y,N,Y,연령제한없음,N,N,N,Y
온새미로공방,,전시/공연,영화/연극/공연,N,전라북도,전주시 완산구,중앙동4가,,Jan-78,풍남문4길,06월 26일,35.8146504,127.145737,55043,전라북도 전주시 덕진구 풍남문4길 26-6,전라북도 전주시 완산구 중앙동4가 78-1,50714092790,,https://blog.naver.com/promise120,,https://www.instagram.com/onsaemiro_art/,"일요일, 공휴일","평일 10:00~18:00, 토요일 10:00~15:00 (토요일은 일정에 따라 변경될수 있음)",N,N,N,연령제한없음,N,N,N,Y
온새미로농촌교육농장,,문화관광/명소,관광지,N,경상남도,의령군,부림면,신반리,100-1,한지28길,18-25,35.46211966,128.3201806,52105,경상남도 의령군 부림면 한지28길 18-25,경상남도 의령군 부림면 신반리 100-1,,https://www.nongsaro.go.kr/portal/ps/psz/psza/contentNsSub.ps?menuId=PS03965&cntntsNo=217298,,,,예약에 따라,13:00~17:00,Y,N,Y,연령제한없음,N,N,N,Y
온수공원서울유아숲체험현장,,문화관광/명소,관광지,N,서울특별시,양천구,신월동,,331-5,지양로7길,28-29,37.52136216,126.8296844,8037,서울특별시 양천구 지양로7길 28-29,서울특별시 양천구 신월동 331-5,28602396,,,,,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y
온양민속박물관,,전시/공연,전시/기념관,대형전시/박물관,충청남도,아산시,권곡동,,403-1,충무로,123,36.79323056,127.0079103,31510,충청남도 아산시 충무로 123,충청남도 아산시 권곡동 403-1,415426001,http://onyangmuseum.or.kr/,,https://www.facebook.com/onyangmuseum,,월요일(공휴일인 경우 정상 개관),10:00~17:30,Y,N,Y,연령제한없음,N,N,N,Y
온양민속박물관구정아트센터,,전시/공연,영화/연극/공연,공연/연극/문화센터,충청남도,아산시,권곡동,,403-1,충무로,123,36.79323056,127.0079103,31510,충청남도 아산시 충무로 123,충청남도 아산시 권곡동 403-1,,http://onyangmuseum.or.kr/,,,,월요일,10:00~17:30,Y,N,N,연령제한없음,N,N,N,Y
