FCLTY_NM,MRHST_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,BLOG_URL,FACEBOOK_URL,INSTGRM_URL,RSTDE_GUID_CN,OPER_TIME,FRE_PARKNG_AT,CHGD_PARKNG_AT,ENTRN_PRICE_AT,ENTRN_POSBL_BN_VALUE,DSPSN_TOILET_AT,NRSGRM_AT,STROLLER_LEND_AT,KIDS_ZONE_AT
온어린이박물관,,전시/공연,전시/기념관,기타전시/박물관,대구광역시,수성구,지산동,,943-4,청수로,160,35.83926161,128.6254427,42176,대구광역시 수성구 청수로 160,대구광역시 수성구 지산동 943-4,535267007,,https://blog.naver.com/onnmuseum,,,,,N,N,N,연령제한없음,N,N,N,Y
온어스,경상대학교점,전시/공연,영화/연극/공연,공연/연극/문화센터,경상남도,진주시,가좌동,,900,진주대로,501,35.15671413,128.0980014,52828,경상남도 진주시 진주대로 501,경상남도 진주시 가좌동 900,557720963,,,,,일요일,08:30~23:00,Y,Y,Y,연령제한없음,N,N,N,Y
온컬처인,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,강남구,신사동,,644-13,언주로170길,24,37.52663341,127.0356254,6017,서울특별시 강남구 언주로170길 24,서울특별시 강남구 신사동 644-13,234437375,http://www.onculture.co.kr/,,,,,,N,N,N,연령제한없음,N,N,N,N
올댓큐레이팅,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,강남구,청담동,,Mar-85,선릉로,820,37.52496022,127.040211,6014,서울특별시 강남구 선릉로 820,서울특별시 강남구 청담동 85-3,,https://atcurating.com/,,,https://www.instagram.com/atcurating/,일요일,11:00~17:00,Y,N,N,연령제한없음,N,N,N,Y
올림픽공원서울올림픽기념관,,전시/공연,전시/기념관,대형기념관/묘역,서울특별시,송파구,방이동,,88,올림픽로,424,37.5203397,127.1155179,5540,서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,24101354,https://88olympic.kspo.or.kr/homepage/korean/contents/index.asp,,,,,,N,Y,N,연령제한없음,Y,Y,Y,Y
올림픽공원소마미술관,,전시/공연,전시/기념관,미술관,서울특별시,송파구,방이동,,88-21,위례성대로,51,37.51686487,127.1181845,5540,서울특별시 송파구 위례성대로 51,서울특별시 송파구 방이동 88-21,24251077,https://soma.kspo.or.kr/main,,,https://www.instagram.com/soma_museum/,"1관 월요일, 2관 연중무휴","[1관] 10:00~18:00, [2관] 10:00~19:00",N,Y,Y,연령제한없음,N,N,N,Y
올림픽공원소마미술관2관,,전시/공연,전시/기념관,미술관,서울특별시,송파구,방이동,,88-17,위례성대로,29,37.5164648,127.1163033,5540,서울특별시 송파구 위례성대로 지하 29,서울특별시 송파구 방이동 88-17,24251077,https://soma.kspo.or.kr/main,,,https://www.instagram.com/soma_museum/,"1관 월요일, 2관 연중무휴","[1관] 10:00~18:00, [2관] 10:00~19:00",N,Y,Y,연령제한없음,N,N,N,Y
올림픽기념국민생활소극장,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,해운대구,우동,,1127-37,APEC로,68,35.16742611,129.1376957,48060,부산광역시 해운대구 APEC로 68,부산광역시 해운대구 우동 1127-37,517441181,,,,,"일요일, 공휴일","평일 06:00~21:00, 토요일 06:00~18:00",N,Y,N,연령제한없음,N,N,N,Y
올미아트스페이스,,전시/공연,전시/기념관,미술관,서울특별시,종로구,견지동,,54,우정국로,51,37.5736636,126.9827097,3144,서울특별시 종로구 우정국로 51,서울특별시 종로구 견지동 54,27332002,http://www.allmeartspace.com/,,https://www.facebook.com/profile.php?id=100015727501719,https://www.instagram.com/allme_art_space/,일요일,10:30~18:00,N,N,N,연령제한없음,N,N,N,Y
옹기및발효음식전시체험관,,전시/공연,전시/기념관,기타전시/박물관,충청남도,아산시,도고면,신언리,71-20,도고산로,810,36.75486416,126.8803201,31550,충청남도 아산시 도고면 도고산로 810,충청남도 아산시 도고면 신언리 71-20,415490075,,https://blog.naver.com/dhdrl0075,,https://www.instagram.com/onggi_dogo,월요일,09:00~19:00,Y,N,Y,연령제한없음,N,Y,N,Y
옹기아카데미체험관,,전시/공연,전시/기념관,기타전시/박물관,울산광역시,울주군,온양읍,고산리,512-4,외고산2길,44605,35.43299143,129.2784466,44970,울산광역시 울주군 온양읍 외고산2길 2-13,울산광역시 울주군 온양읍 고산리 512-4,522377893,,,,,"월요일, 1월 1일, 명절",09:00~15:00,Y,N,Y,연령제한없음,N,N,N,Y
옹달샘유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,강원도,화천군,사내면,광덕리,431-2,포화로,536,38.07654851,127.4770364,24150,강원도 화천군 사내면 포화로 536,강원도 화천군 사내면 광덕리 431-2,334421211,,,,,,,N,N,Y,연령제한없음,N,N,N,Y
옹암해수욕장,,문화관광/명소,관광지,해수욕장,인천광역시,옹진군,북도면,장봉리,,,,37.53774417,126.344455,,,인천광역시 옹진군 북도면 장봉리,328992253,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
옹진군대이작도해양생태관,,전시/공연,전시/기념관,기타전시/박물관,인천광역시,옹진군,자월면,이작리,445,대이작로159번길,6,37.17232503,126.2598663,23128,인천광역시 옹진군 자월면 대이작로159번길 6,인천광역시 옹진군 자월면 이작리 445,328518881,,,,,"화요일, 수요일",10:00~15:00,N,N,N,연령제한없음,N,N,N,Y
옹청박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,여주시,산북면,송현리,292,금품2로,132,37.3894373,127.4481519,12603,경기도 여주시 산북면 금품2로 132,경기도 여주시 산북면 송현리 292,318114157,https://ggmuseum.gg.go.kr/archives/302,,,,"주말, 월요일, 공휴일 (사전 예약의 경우는 예외)",09:00~13:00,N,N,N,연령제한없음,N,N,N,Y
옻칠공예관,,전시/공연,전시/기념관,기타전시/박물관,전라북도,남원시,조산동,,559-18,,,35.39552246,127.3579122,55778,,전라북도 남원시 조산동 559-18,50713335725,,,,,월요일,09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
와갤러리,,전시/공연,전시/기념관,미술관,경기도,양평군,강하면,전수리,468-10,전수샛골2길,3,37.50540626,127.4337175,12575,경기도 양평군 강하면 전수샛골2길 3,경기도 양평군 강하면 전수리 468-10,317715454,http://gallerywa.com/,,,,"월요일, 화요일, 공휴일",11:00~18:00,N,N,N,연령제한없음,N,N,N,N
와룡담,,문화관광/명소,관광지,N,전라북도,무주군,설천면,두길리,산234-1,,,35.9590918,127.7670372,55554,,전라북도 무주군 설천면 두길리 산 234-1,,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
와룡자연휴양림,,문화관광/명소,관광지,휴양림/수목원,전라북도,장수군,천천면,비룡리,산84-2,비룡로,632,35.67621885,127.4772179,55610,전라북도 장수군 천천면 비룡로 632,전라북도 장수군 천천면 비룡리 산 84-2,633502477,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030084,,,,연중무휴,"08:00~22:00, [숙박시설,야영데크] 입실 14:00, 퇴실 11:00",Y,N,Y,연령제한없음,N,N,N,N
와보랑께박물관,,전시/공연,전시/기념관,기타전시/박물관,전라남도,강진군,병영면,도룡리,596-1,장강로,804-6,34.6997574,126.8267631,59215,전라남도 강진군 병영면 장강로 804-6,전라남도 강진군 병영면 도룡리 596-1,614321465,http://www.와보랑께.kr/,,,,연중무휴(농번기에는 휴관할 수 있음),09:00~20:00,Y,N,Y,연령제한없음,N,N,N,Y
와온해수욕장,,문화관광/명소,관광지,해수욕장,전라남도,순천시,해룡면,상내리,822-1,,,34.84933812,127.5237545,58025,,전라남도 순천시 해룡면 상내리 822-1,617693107,,,,,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,N
와우책문화예술센터,,전시/공연,영화/연극/공연,대형예술센터,서울특별시,마포구,상수동,,331-17,토정로11길,60,37.54612284,126.9235126,4075,서울특별시 마포구 토정로11길 60,서울특별시 마포구 상수동 331-17,23121582,http://wowcenter.or.kr/,,https://www.facebook.com/wowbookcenter,,,,N,N,N,연령제한없음,N,N,N,Y
와이즈유영산대역사관,,전시/공연,전시/기념관,기타전시/박물관,경상남도,양산시,주남동,,산150,주남로,288,35.42834872,129.1446392,50510,경상남도 양산시 주남로 288,경상남도 양산시 주남동 산 150,553809015,,,,,"주말, 공휴일","09:00~17:00, 09:00~18:00, 방학기간 15:00",Y,N,N,연령제한없음,N,N,N,Y
와인터널,,문화관광/명소,관광지,유명관광지,경상북도,청도군,화양읍,송금리,산121,송금길,100,35.71513384,128.7205362,38323,경상북도 청도군 화양읍 송금길 100,경상북도 청도군 화양읍 송금리 산 121,543711904,https://www.gamwine.com/company/main.php,,https://www.facebook.com/Firstwinetunnel/,http://www.instagram.com/wine_tunnel,연중무휴,"평일 09:30~17:30, 주말 09:30~18:00",Y,N,N,연령제한없음,N,N,N,Y
와일드와일드,,전시/공연,영화/연극/공연,N,서울특별시,강남구,신사동,,653-4,도산대로51길,19,37.52442849,127.0376374,6019,서울특별시 강남구 도산대로51길 19,서울특별시 강남구 신사동 653-4,25444786,,,,,,,N,Y,N,9세 이상,N,N,N,Y
와현해수욕장,,문화관광/명소,관광지,해수욕장,경상남도,거제시,일운면,와현리,360,와현해변길,1,34.8134728,128.7078435,53329,경상남도 거제시 일운면 와현해변길 1,경상남도 거제시 일운면 와현리 360,556393000,https://tour.geoje.go.kr/user/smarttour/view.geoje?basicSid=22&tourFoodStyle=A01&menuCd=DOM_000008503001000000&pageIndex=1&searchType=BASIC_TITLE&basicSection2=&searchKeyword=%EC%99%80%ED%98%84,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
완도군생활문화센터,,전시/공연,영화/연극/공연,공연/연극/문화센터,전라남도,완도군,완도읍,군내리,1256-2,개포로,111,34.3166726,126.7416692,59109,전라남도 완도군 완도읍 개포로 111,전라남도 완도군 완도읍 군내리 1256-2,615505461,https://www.wando.go.kr/www?main=true,,,,,,Y,N,N,연령제한없음,N,N,N,Y
완도군해조류센터,,전시/공연,전시/기념관,기타전시/박물관,전라남도,완도군,완도읍,가용리,1100,해변공원로,84,34.32069199,126.7489275,59116,전라남도 완도군 완도읍 해변공원로 84,전라남도 완도군 완도읍 가용리 1100,615505871,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=87c25324-dc25-4c92-a973-bd145aaeb0ad&big_category=undefined&mid_category=undefined&big_area=undefined&referrer=https%3A%2F%2Fterms.naver.com%2Fentry.naver%3FdocId%3D6555352%26cid%3D42856%26categoryId%3D42856,,,,"1월 1일, 명절 당일, 월요일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
완도문화예술의전당,,전시/공연,영화/연극/공연,공연/연극/문화센터,전라남도,완도군,완도읍,가용리,9-191,개포로159번길,55,34.32367717,126.7416563,59109,전라남도 완도군 완도읍 개포로159번길 55,전라남도 완도군 완도읍 가용리 9-191,7071233566,,https://blog.naver.com/wcahall,https://www.facebook.com/WCAHall,,공연별 상이,공연별 상이,Y,N,N,공연별 상이,N,N,N,Y
완도문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,전라남도,완도군,완도읍,군내리,791,,,34.31236803,126.7541519,59121,,전라남도 완도군 완도읍 군내리 791,615524834,http://wando.kccf.or.kr/,,,,주말,09:00~18:00,N,N,N,연령제한없음,N,N,N,Y
완도수목원산림박물관,,전시/공연,전시/기념관,기타전시/박물관,전라남도,완도군,군외면,대문리,12월 21일,초평1길,156,34.36065258,126.6635321,59105,전라남도 완도군 군외면 초평1길 156,전라남도 완도군 군외면 대문리 12-21,615521532,http://www.wando-arboretum.go.kr/2011/main.html,,,,월요일,"하절기 09:00~18:00, 동절기 09:00~17:00",Y,N,Y,연령제한없음,N,Y,N,Y
완도정도리구계등,,문화관광/명소,관광지,해수욕장,전라남도,완도군,완도읍,정도리,152-1,,,34.2985218,126.702735,59110,,전라남도 완도군 완도읍 정도리 152-1,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
완도타워,,문화관광/명소,관광지,유명관광지,전라남도,완도군,완도읍,군내리,205-2,장보고대로,330,34.31443839,126.763267,59126,전라남도 완도군 완도읍 장보고대로 330,전라남도 완도군 완도읍 군내리 205-2,615506964,https://www.wando.go.kr/tour/attraction,,,,연중무휴,"09:00~21:00 동절기(10~5월), 09:00~22:00 하절기(6~9월)",N,N,Y,연령제한없음,N,N,N,N
완도해양생태전시관,,전시/공연,전시/기념관,기타전시/박물관,전라남도,완도군,완도읍,장좌리,214-12,청해진로,1459,34.35152486,126.7314912,59104,전라남도 완도군 완도읍 청해진로 1459,전라남도 완도군 완도읍 장좌리 214-12,615506941,https://www.wando.go.kr/tour/attraction/main_tour/marine_ecology,,,,"월요일, 1월 1일, 명절",09:00~18:00 (입장마감 17:30),N,N,Y,연령제한없음,N,N,N,Y
완주문화의집,,전시/공연,전시/기념관,기타전시/박물관,전라북도,완주군,삼례읍,삼례리,288,삼봉로,125,35.91801553,127.0825841,55340,전라북도 완주군 삼례읍 삼봉로 125,전라북도 완주군 삼례읍 삼례리 288,632910586,https://culture.wanju.go.kr/index.wanju,,,,"국경일, 명절연휴, 일요일","평일 09:00~18:00, 토요일 09:00~18:00(하절기), 09:00~17:00(동절기)",Y,N,N,연령제한없음,N,N,N,Y
완주전통문화공원,,문화관광/명소,관광지,테마공원/대형놀이공원,전라북도,완주군,고산면,소향리,162,대아저수로,416,35.98879491,127.261342,55310,전라북도 완주군 고산면 대아저수로 416,전라북도 완주군 고산면 소향리 162,,,,,,,,Y,N,N,연령제한없음,N,N,N,N
완주종합운동장완주향토예술문화회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,전라북도,완주군,삼례읍,신금리,416-3,삼봉로,215,35.91989744,127.0933782,55333,전라북도 완주군 삼례읍 삼봉로 215,전라북도 완주군 삼례읍 신금리 416-3,632917245,https://www.wfac.or.kr/2019/inner.php?sMenu=C2100,,,,,,Y,N,N,연령제한없음,N,Y,N,Y
완택산휴양림,,문화관광/명소,관광지,휴양림/수목원,강원도,영월군,영월읍,삼옥리,60,동강로,490-11,37.21677329,128.5245469,26223,강원도 영월군 영월읍 동강로 490-11,강원도 영월군 영월읍 삼옥리 60,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
완판본문화관,,전시/공연,전시/기념관,기타전시/박물관,전라북도,전주시 완산구,교동,,03월 19일,전주천동로,24,35.81196229,127.1579796,55045,전라북도 전주시 완산구 전주천동로 24,전라북도 전주시 완산구 교동 19-3,632312212,https://wanpanbon.modoo.at/,https://blog.naver.com/wanadm,https://www.facebook.com/jjwanpanbon,https://www.instagram.com/jj_wanpanbon_/,월요일,"10:00~18:00, 10:00~20:00 하절기, 10:00~17:00 동절기",N,N,Y,연령제한없음,N,N,N,Y
왈종미술관,,전시/공연,전시/기념관,미술관,제주특별자치도,서귀포시,동홍동,,281-2,칠십리로214번길,30,33.24530212,126.5736629,63597,제주특별자치도 서귀포시 칠십리로214번길 30,제주특별자치도 서귀포시 동홍동 281-2,647633600,http://walartmuseum.or.kr/,,https://www.facebook.com/walartmuseum,,월요일,10:00~18:00,Y,N,Y,연령제한없음,N,N,N,Y
왈츠와닥터만커피박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,남양주시,조안면,삼봉리,272-6,북한강로,856-37,37.59196631,127.3384565,12278,경기도 남양주시 조안면 북한강로 856-37,경기도 남양주시 조안면 삼봉리 272-6,50714116051,http://wndcof.org/wordpress/?page_id=14,,,https://www.instagram.com/waltzndrmahn,"월요일, 화요일",11:00~17:00,Y,N,Y,연령제한없음,N,N,N,Y
왓에버,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,마포구,서교동,,372-6,잔다리로,46,37.5524358,126.9188267,4038,서울특별시 마포구 잔다리로 46,서울특별시 마포구 서교동 372-6,23240814,,,,,연중무휴,11:00~23:00,N,N,Y,연령제한없음,N,N,N,Y
왓챠홀,,전시/공연,영화/연극/공연,N,서울특별시,마포구,서교동,,368-22,잔다리로,32,37.55157882,126.9198284,4042,서울특별시 마포구 잔다리로 32,서울특별시 마포구 서교동 368-22,231440409,https://www.watchahall.com/,,,,공연별 상이,공연별 상이,N,N,Y,공연별 상이,N,N,N,Y
왕곡마을,,문화관광/명소,관광지,유명관광지,강원도,고성군,죽왕면,오봉리,418,왕곡마을길,25,38.33956205,128.5004552,24746,강원도 고성군 죽왕면 왕곡마을길 25,강원도 고성군 죽왕면 오봉리 418,336312120,https://www.wanggok.kr:457/,,,,연중무휴,00:00~24:00,Y,N,Y,연령제한없음,N,N,N,Y
왕궁리유적전시관,,전시/공연,전시/기념관,대형전시/박물관,전라북도,익산시,왕궁면,왕궁리,562,궁성로,666,35.97155978,127.0558097,54576,전라북도 익산시 왕궁면 궁성로 666,전라북도 익산시 왕궁면 왕궁리 562,638594631,https://www.iksan.go.kr/wg/index.iksan,,,,"월요일, 1월 1일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
왕길지기념관,,전시/공연,전시/기념관,대형기념관/묘역,부산광역시,동구,좌천동,,490,정공단로,19,35.13478935,129.0534394,48724,부산광역시 동구 정공단로 19,부산광역시 동구 좌천동 490,516472452,,,,,연중무휴,11:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
왕산해수욕장,,문화관광/명소,관광지,해수욕장,인천광역시,중구,을왕동,,,,,37.4479935,126.3844668,,,인천광역시 중구 을왕동,,,,,,연중무휴,00:00~24:00,N,Y,N,연령제한없음,N,N,N,Y
